,Date,Low,Open,Volume,High,Close,Adjusted Close,roi
0,1972-06-30,1.8474478125572205,1.772245228290558,783071.0909090909,1.8680651729757136,1.857756408778104,0.3352510698816993,
1,1972-07-31,1.8604266405105592,1.867490553855896,1125305.65,1.881432545185089,1.8697213113307956,0.3377347216010093,0.007408333462400218
2,1972-08-31,2.018808266390925,2.0359428343565567,1225570.2173913044,2.056310270143592,2.042408751404804,0.3703092790168265,0.09645012885083193
3,1972-09-30,1.962296551465988,1.9769822239875796,513061.3,1.986276876926422,1.9715912699699405,0.3574693962931632,-0.03467340261565477
4,1972-10-31,1.924340361898596,1.941070724617351,734931.5454545454,1.9601670991290696,1.944281675598838,0.352590644901449,-0.013648025375892936
5,1972-11-30,1.943707007169724,1.9578350067138672,1021919.95,1.969918155670166,1.9522581577301024,0.3555153891444206,0.008295013736933088
6,1972-12-31,1.988869629408184,1.9978708342501992,691006.6315789474,2.0154816790630945,2.00256704029284,0.3646769523620605,0.025769807714057125
7,1973-01-31,2.0492594809759237,2.063422804787045,1150329.4761904762,2.0839596702938987,2.06306867372422,0.3759269785313379,0.030849293042539472
8,1973-02-28,1.9824120810157373,2.0060891728652157,827261.4210526316,2.0221349000930786,1.997479376040007,0.3653447094716523,-0.02814979946644991
9,1973-03-31,1.8864855441180144,1.8994981917467983,735848.4090909091,1.91589063947851,1.9010191505605525,0.3477018814195286,-0.048290908817697376
10,1973-04-30,1.9026245474815369,1.9141500532627105,631576.6,1.9262330532073972,1.9139641523361208,0.3501587107777595,0.007065907576342845
11,1973-05-31,1.854545620354739,1.8721210794015364,572326.5454545454,1.8854716365987605,1.8667132637717507,0.3431727533990686,-0.019950831333522823
12,1973-06-30,1.7252729960850306,1.7401443208966936,558434.0952380953,1.754484704562596,1.739436189333598,0.3197743864286513,-0.0681824729342887
13,1973-07-31,1.837517397744315,1.850087250982012,702045.3333333334,1.876289492561704,1.862480191957383,0.3425666051251547,0.07127593598428761
14,1973-08-31,1.8028480073680049,1.82256891934768,757649.1739130435,1.8361473498137104,1.8141633479491523,0.3351660215336343,-0.021603342184556062
15,1973-09-30,1.7333142631932308,1.7520994261691445,911314.7894736842,1.7646228514219586,1.7495556316877667,0.3232297881653433,-0.035612898090545686
