,Date,Low,Open,Volume,High,Close,Adjusted Close,roi
0,1997-05-31,0.0766572728753089,0.0843277275562286,298793454.54545456,0.0861269994215531,0.0794271826744079,0.0794271826744079,0.0
1,1997-06-30,0.2090278569431532,0.2142858086597351,47071942.85714286,0.2198165250676018,0.2140129048909459,0.2140129048909459,1.6944541866509215
2,1997-07-31,0.4457388625226237,0.4550071809102187,73500763.63636364,0.4803978177634151,0.4707979078997264,0.4707979078997264,4.927415426902979
3,1997-08-31,0.5996652838020097,0.6200769050490288,23452971.42857143,0.6372520018901143,0.6207340934446879,0.6207340934446879,6.815134221608159
4,1997-09-30,0.7421503783691497,0.775322478441965,88764514.28571428,0.8080109038523265,0.7721478087561471,0.7721478087561471,8.72145533502524
5,1997-10-31,0.8449387809504634,0.8699047869962196,84653895.6521739,0.8881906957730002,0.8619792176329572,0.8619792176329572,9.852446084691532
6,1997-11-30,0.4165845262376885,0.433552631422093,68061094.73684211,0.4440652633968152,0.4290844719660908,0.4290844719660908,4.402237087081591
7,1997-12-31,0.8042022734880447,0.8255563642490994,47624127.27272727,0.8501421822742983,0.830681908537041,0.830681908537041,9.45840832529861
8,1998-01-31,1.1147916994988918,1.1336328491568566,85914720.0,1.174635500460863,1.15630209967494,1.15630209967494,13.55801478462247
9,1998-02-28,0.7699151588113684,0.785553683575831,132084000.0,0.7955043676652407,0.7851836838220295,0.7851836838220295,8.885578933860666
10,1998-03-31,1.1930635490200736,1.2096117734909058,168003872.72727272,1.2478810887445102,1.2333837720480831,1.2333837720480831,14.528484462353838
11,1998-04-30,2.052176285357702,2.1173860004970004,228920057.14285716,2.192175236486253,2.126190572977066,2.126190572977066,25.7690543890101
12,1998-05-31,0.3659765973687172,0.3751042991876602,174870000.0,0.382226601243019,0.3737306028604507,0.3737306028604507,3.7053236722806457
13,1998-06-30,1.2585818686268546,1.3296401378783314,505012963.6363636,1.3708570464090868,1.3307055952874096,1.3307055952874096,15.75378063883127
14,1998-07-31,2.374952546574853,2.484445994550532,559523372.7272727,2.644507630304857,2.5828361836346714,2.5828361836346714,31.51829029643881
15,1998-08-31,1.7818202518281478,1.839261054992676,394234142.85714287,1.8995411537942437,1.82614719300043,1.82614719300043,21.991463772374615
16,1998-09-30,2.476810472352164,2.527926572731563,585860800.0,2.7347718108268007,2.643260285967872,2.643260285967872,32.2790386989208
17,1998-10-31,3.1200996339321136,3.236339823766188,398590390.9090909,3.316240595145659,3.2211234000596134,3.2211234000596134,39.55442093752478
18,1998-11-30,2.712278652191162,2.8066145956516264,587397270.0,3.083255344629288,3.0208332538604736,3.0208332538604736,37.03273831634735
19,1998-12-31,4.084517007524317,4.1840672547167,638557990.9090909,4.329995464194905,4.248721550811421,4.248721550811421,52.49203393286659
20,1999-01-31,11.845723691739536,12.906880504206606,598162957.8947369,13.354413446627165,12.571176052093506,12.571176052093506,157.27296938915651
21,1999-02-28,7.697615159185309,8.13988487344039,314299126.31578946,8.308634996414185,7.843996775777716,7.843996775777716,97.75708179065397
22,1999-03-31,3.2477921713953437,3.3597148397694463,287834782.6086956,3.478940279587456,3.363723081091176,3.363723081091176,41.34977205322675
23,1999-04-30,7.760565553392682,8.325744163422357,331058971.4285714,8.619940576099214,8.33467275755746,8.33467275755746,103.93476511339185
24,1999-05-31,11.54070312976837,12.313750100135804,259422560.0,12.66921877861023,12.148359537124634,12.148359537124634,151.94964680950386
25,1999-06-30,12.03428623893044,12.671164913610978,287141327.27272725,13.015056870200418,12.382883711294694,12.382883711294694,154.90234091589605
26,1999-07-31,17.779985246204195,18.623288744971862,226221857.14285716,19.28712800570897,18.54427100363232,18.54427100363232,232.47511996805898
27,1999-08-31,9.558735912496394,9.905823913487522,351742690.90909094,10.391725919463418,10.08245756409385,10.08245756409385,125.93963482784467
28,1999-09-30,11.536569969994682,11.920833326521374,282361533.3333333,12.272767850330895,12.007514908200218,12.007514908200218,150.17639205990795
29,1999-10-31,14.812053635006858,15.225148825418382,214876352.3809524,15.743154764175417,15.3776041553134,15.3776041553134,192.60631508673907
30,1999-11-30,6.83169640813555,7.529947905313401,243730433.3333333,7.715029739198231,7.015476226806641,7.015476226806641,87.32588530257772
31,1999-12-31,20.906179016286675,21.89531247182326,189140877.27272728,22.31065338308161,21.47002842209556,21.47002842209556,269.3108394276885
32,2000-01-31,20.94433597326279,21.71984375715256,187407615.0,22.648281252384187,21.89781250953674,21.89781250953674,274.69670448090056
33,2000-02-29,12.9322265625,13.40105471611023,183930285.0,13.857539081573488,13.455624961853028,13.455624961853028,168.40831222745285
34,2000-03-31,11.33267666982568,11.71168475565703,116945739.13043478,11.99578803518544,11.600951091102932,11.600951091102932,145.057693354908
35,2000-04-30,9.815008213645534,10.582401313279805,140529173.68421054,11.221052646636965,10.19375000501934,10.19375000501934,127.34082315126419
36,2000-05-31,18.062357956712894,19.01285515048287,88142250.0,19.622443199157715,18.6727627732537,18.6727627732537,234.09285038848822
37,2000-06-30,14.153196015141226,14.828267048705708,148381645.45454547,15.26750709251924,14.715198863636363,14.715198863636363,184.26653430422783
38,2000-07-31,5.486406248807907,5.830468738079071,186831810.0,5.961210960149765,5.633281260728836,5.633281260728836,69.92384585540545
39,2000-08-31,5.654483748518902,5.827241866484933,109517160.86956522,6.068682079729826,5.917663050734478,5.917663050734478,73.50425473345157
40,2000-09-30,7.690937489271164,7.992187494039536,112023745.0,8.426484405994415,8.1098437666893,8.1098437666893,101.10413480147722
