,Date,Low,Open,Volume,High,Close,Adjusted Close,roi
0,1980-03-31,0.2668088213963941,0.0,884072.7272727273,0.2737925431945107,0.2697680958292701,0.1447439708492972,
1,1980-04-30,0.2827380469867161,0.0,389942.8571428572,0.2877603826068696,0.2858382392497289,0.1533663805041994,0.05957007814770798
2,1980-05-31,0.2890623339584895,0.0,423771.4285714286,0.2929690040293194,0.2906125727153959,0.1559280518974576,0.016702952660397674
3,1980-06-30,0.2963168095974695,0.0,434742.8571428572,0.3007812414850507,0.2985490532148451,0.1601863609892981,0.02730944842843841
4,1980-07-31,0.3283616805618459,0.0,1006254.5454545454,0.3345762748609889,0.331557727672837,0.1778971498662775,0.11056365078524166
5,1980-08-31,0.3678076196284521,0.0,1429028.5714285714,0.3758679997353326,0.3729538066046578,0.2001082052787144,0.12485335166489508
6,1980-09-30,0.4001737151827131,0.0,1303771.4285714286,0.4054440515381949,0.4037079555647714,0.2166093318235306,0.08246101913628734
7,1980-10-31,0.3887568686319434,0.0,767582.6086956522,0.3941916084807852,0.3911345665869505,0.209863055659377,-0.031144900856116986
8,1980-11-30,0.4000290549463696,0.0,1020266.6666666666,0.4053820520639419,0.4033567243152194,0.2164208789666493,0.031248107422566784
9,1980-12-31,0.3749409534714438,0.0,673309.0909090909,0.3797349062832919,0.3772491812705993,0.2024128755385225,-0.06472574871246806
10,1981-01-31,0.3859127646400815,0.0,771200.0,0.3937252390952337,0.3905629998161679,0.2095563972280139,0.03529183442745887
11,1981-02-28,0.4280427913916738,0.0,1295494.7368421052,0.4361293692337839,0.4330455252998753,0.2323503721701471,0.10877250822999951
12,1981-03-31,0.4546047760681672,0.0,874909.0909090909,0.4615293646400625,0.4589252729307521,0.246236115694046,0.05976208858288623
13,1981-04-30,0.4712303365979876,0.0,929371.4285714284,0.4811509052912394,0.4770585213388715,0.2559655280340285,0.03951253175253755
14,1981-05-31,0.4368490517139435,0.0,548160.0,0.4444011032581329,0.4408856034278869,0.2365569189190864,-0.07582508966739421
15,1981-06-30,0.4544272314418446,0.0,448145.4545454545,0.4653173170306466,0.4617660452019084,0.2477603426033799,0.04736037202160892
16,1981-07-31,0.4127605015581304,0.0,721527.2727272727,0.4219933192838322,0.4172585931691256,0.2238799001682888,-0.0963852494881291
17,1981-08-31,0.4187747580664498,0.0,515657.1428571429,0.4249753370171502,0.4211309977940151,0.22595767109167,0.009280739011493955
18,1981-09-30,0.3709078118914649,0.0,493257.1428571429,0.3815725729579017,0.3759921448571341,0.2017383958612169,-0.10718500997749913
19,1981-10-31,0.3855351859872991,0.0,315927.2727272727,0.3920454057780179,0.38979641280391,0.209145073863593,0.03671427033390029
20,1981-11-30,0.427343800663948,0.0,364800.0,0.4354168534278869,0.4315106034278869,0.2315268039703368,0.10701533482610937
21,1981-12-31,0.4584517722780054,0.0,765163.6363636364,0.4667378203435378,0.4622395905581387,0.2480144053697585,0.07121249512662953
22,1982-01-31,0.4053386032581329,0.0,445680.0,0.4121093496680258,0.4075520500540733,0.218671853095293,-0.1183098708751188
23,1982-02-28,0.3950109999430806,0.0206962635642603,379452.63157894736,0.4025494785685288,0.3974781067747818,0.2132666754095178,-0.024718214115191706
24,1982-03-31,0.4149683921233467,0.0,442852.17391304346,0.42379986980687,0.4187048271946285,0.224655917805174,0.05340376021610682
