Date,Low,Open,Volume,High,Close,Adjusted Close
18-10-1994,7.630814075469971,7.7519378662109375,418166,7.8125,7.7519378662109375,1.3165918588638306
19-10-1994,7.8125,7.8125,249950,8.478681564331055,8.418120384216309,1.429738163948059
20-10-1994,8.478681564331055,8.539243698120117,141590,8.781492233276367,8.478681564331055,1.4400217533111572
21-10-1994,8.296996116638184,8.478681564331055,68731,8.539243698120117,8.357558250427246,1.419450283050537
24-10-1994,8.175871849060059,8.357558250427246,75749,8.539243698120117,8.175871849060059,1.3885934352874756
25-10-1994,7.994185924530029,8.115309715270996,65222,8.357558250427246,8.296996116638184,1.409164309501648
26-10-1994,8.175871849060059,8.175871849060059,47678,8.296996116638184,8.175871849060059,1.4012597799301147
27-10-1994,8.175871849060059,8.175871849060059,34882,8.296996116638184,8.175871849060059,1.4012597799301147
28-10-1994,8.054747581481934,8.175871849060059,41280,8.236433982849121,8.054747581481934,1.3805006742477417
31-10-1994,8.054747581481934,8.115309715270996,33850,8.175871849060059,8.054747581481934,1.3805006742477417
01-11-1994,7.994185924530029,8.054747581481934,34056,8.115309715270996,8.054747581481934,1.3805006742477417
02-11-1994,7.8125,8.054747581481934,75542,8.115309715270996,7.994185924530029,1.3701213598251343
03-11-1994,7.933623790740967,8.054747581481934,56554,8.115309715270996,7.933623790740967,1.3597407341003418
04-11-1994,7.7519378662109375,7.933623790740967,67699,7.994185924530029,7.7519378662109375,1.328601360321045
07-11-1994,7.7519378662109375,7.7519378662109375,73478,7.8730621337890625,7.7519378662109375,1.328601360321045
08-11-1994,7.7519378662109375,7.7519378662109375,106296,7.8730621337890625,7.8730621337890625,1.3493608236312866
09-11-1994,7.8125,7.8125,61920,7.933623790740967,7.8125,1.3389815092086792
10-11-1994,7.570251941680908,7.7519378662109375,76574,7.933623790740967,7.630814075469971,1.3078430891036987
11-11-1994,7.388566017150879,7.691376209259033,80909,7.691376209259033,7.570251941680908,1.297463059425354
14-11-1994,7.388566017150879,7.509689807891846,65842,7.691376209259033,7.630814075469971,1.3078430891036987
15-11-1994,7.388566017150879,7.449128150939941,70382,7.630814075469971,7.449128150939941,1.276703953742981
16-11-1994,7.388566017150879,7.449128150939941,85862,7.570251941680908,7.509689807891846,1.287082552909851
17-11-1994,7.388566017150879,7.388566017150879,99485,7.570251941680908,7.570251941680908,1.297463059425354
18-11-1994,7.388566017150879,7.509689807891846,113933,7.509689807891846,7.388566017150879,1.266324520111084
21-11-1994,7.388566017150879,7.509689807891846,136843,7.630814075469971,7.509689807891846,1.287082552909851
22-11-1994,7.449128150939941,7.449128150939941,93086,7.570251941680908,7.509689807891846,1.287082552909851
23-11-1994,7.449128150939941,7.449128150939941,48504,7.570251941680908,7.570251941680908,1.297463059425354
25-11-1994,7.388566017150879,7.388566017150879,33850,7.570251941680908,7.570251941680908,1.3104465007781982
28-11-1994,7.509689807891846,7.570251941680908,68525,7.691376209259033,7.691376209259033,1.3314120769500732
29-11-1994,7.630814075469971,7.691376209259033,48091,7.7519378662109375,7.630814075469971,1.3209294080734253
30-11-1994,7.630814075469971,7.691376209259033,72653,7.8125,7.7519378662109375,1.341896414756775
01-12-1994,7.691376209259033,7.7519378662109375,68731,7.8125,7.8125,1.3523801565170288
02-12-1994,7.691376209259033,7.7519378662109375,31579,7.8125,7.691376209259033,1.3314120769500732
05-12-1994,7.630814075469971,7.630814075469971,45614,7.7519378662109375,7.691376209259033,1.3314120769500732
06-12-1994,7.570251941680908,7.630814075469971,43344,7.691376209259033,7.691376209259033,1.3314120769500732
07-12-1994,7.570251941680908,7.570251941680908,34056,7.691376209259033,7.691376209259033,1.3314120769500732
08-12-1994,7.630814075469971,7.630814075469971,38597,7.7519378662109375,7.630814075469971,1.3209294080734253
09-12-1994,7.570251941680908,7.570251941680908,72653,7.691376209259033,7.630814075469971,1.3209294080734253
12-12-1994,7.630814075469971,7.691376209259033,31992,7.7519378662109375,7.630814075469971,1.3209294080734253
13-12-1994,7.630814075469971,7.691376209259033,69350,7.691376209259033,7.630814075469971,1.3209294080734253
14-12-1994,7.570251941680908,7.691376209259033,112901,7.7519378662109375,7.7519378662109375,1.341896414756775
15-12-1994,7.691376209259033,7.7519378662109375,44170,7.8730621337890625,7.7519378662109375,1.341896414756775
16-12-1994,7.8125,7.8730621337890625,83386,8.175871849060059,7.994185924530029,1.3838310241699219
19-12-1994,7.994185924530029,8.054747581481934,79051,8.236433982849121,8.115309715270996,1.4047974348068237
20-12-1994,7.8730621337890625,7.994185924530029,57586,8.115309715270996,8.115309715270996,1.4047974348068237
21-12-1994,8.054747581481934,8.054747581481934,55109,8.175871849060059,8.115309715270996,1.4047974348068237
22-12-1994,8.054747581481934,8.115309715270996,59443,8.175871849060059,8.115309715270996,1.4047974348068237
23-12-1994,8.054747581481934,8.115309715270996,45408,8.175871849060059,8.054747581481934,1.394314169883728
27-12-1994,7.8730621337890625,7.994185924530029,47059,8.175871849060059,7.933623790740967,1.3862556219100952
28-12-1994,7.933623790740967,7.994185924530029,42106,8.054747581481934,8.054747581481934,1.4074177742004395
29-12-1994,7.933623790740967,7.994185924530029,65222,7.994185924530029,7.994185924530029,1.3968371152877808
30-12-1994,7.933623790740967,7.994185924530029,106296,8.296996116638184,8.296996116638184,1.4497485160827637
03-01-1995,8.115309715270996,8.175871849060059,47266,8.236433982849121,8.175871849060059,1.4285824298858643
04-01-1995,7.994185924530029,8.115309715270996,21878,8.175871849060059,7.994185924530029,1.3968371152877808
05-01-1995,7.933623790740967,7.994185924530029,16099,8.115309715270996,8.054747581481934,1.4074177742004395
06-01-1995,7.933623790740967,7.994185924530029,16512,8.054747581481934,8.054747581481934,1.4074177742004395
09-01-1995,8.054747581481934,8.054747581481934,49536,8.296996116638184,8.236433982849121,1.4391659498214722
10-01-1995,8.175871849060059,8.357558250427246,20640,8.357558250427246,8.236433982849121,1.4391659498214722
11-01-1995,8.175871849060059,8.175871849060059,16718,8.357558250427246,8.236433982849121,1.4391659498214722
12-01-1995,8.236433982849121,8.236433982849121,27038,8.357558250427246,8.357558250427246,1.4603302478790283
13-01-1995,8.357558250427246,8.357558250427246,23736,8.478681564331055,8.418120384216309,1.4709112644195557
16-01-1995,8.357558250427246,8.478681564331055,21053,8.478681564331055,8.418120384216309,1.4709112644195557
17-01-1995,8.357558250427246,8.418120384216309,17338,8.478681564331055,8.418120384216309,1.4709112644195557
18-01-1995,8.478681564331055,8.478681564331055,31579,8.539243698120117,8.478681564331055,1.4814927577972412
19-01-1995,8.418120384216309,8.478681564331055,21878,8.59980583190918,8.478681564331055,1.4814927577972412
20-01-1995,8.418120384216309,8.539243698120117,20227,8.539243698120117,8.418120384216309,1.4709112644195557
23-01-1995,8.418120384216309,8.478681564331055,43757,8.720930099487305,8.59980583190918,1.5026577711105347
24-01-1995,8.539243698120117,8.660367965698242,35088,8.660367965698242,8.539243698120117,1.4920762777328491
25-01-1995,8.478681564331055,8.59980583190918,22704,8.59980583190918,8.539243698120117,1.4920762777328491
26-01-1995,8.418120384216309,8.418120384216309,14448,8.59980583190918,8.539243698120117,1.5052976608276367
27-01-1995,8.539243698120117,8.539243698120117,39010,8.720930099487305,8.720930099487305,1.5373237133026123
30-01-1995,8.59980583190918,8.720930099487305,52838,8.781492233276367,8.720930099487305,1.5373237133026123
31-01-1995,8.478681564331055,8.660367965698242,37978,8.660367965698242,8.59980583190918,1.51597261428833
01-02-1995,8.539243698120117,8.539243698120117,43757,8.660367965698242,8.59980583190918,1.51597261428833
02-02-1995,8.418120384216309,8.478681564331055,48504,8.660367965698242,8.539243698120117,1.5052976608276367
03-02-1995,8.418120384216309,8.478681564331055,94531,8.660367965698242,8.539243698120117,1.5052976608276367
06-02-1995,8.539243698120117,8.660367965698242,52838,8.781492233276367,8.59980583190918,1.51597261428833
07-02-1995,8.59980583190918,8.59980583190918,50362,8.781492233276367,8.720930099487305,1.5373237133026123
08-02-1995,8.478681564331055,8.59980583190918,55315,8.720930099487305,8.478681564331055,1.494619369506836
09-02-1995,8.59980583190918,8.59980583190918,56966,8.781492233276367,8.720930099487305,1.5373237133026123
10-02-1995,8.59980583190918,8.720930099487305,21259,8.720930099487305,8.720930099487305,1.5373237133026123
13-02-1995,8.660367965698242,8.660367965698242,34469,8.781492233276367,8.720930099487305,1.5373237133026123
14-02-1995,8.660367965698242,8.720930099487305,29515,8.84205436706543,8.84205436706543,1.5586769580841064
15-02-1995,8.902615547180176,8.902615547180176,79877,9.084301948547363,9.0237398147583,1.5907022953033447
16-02-1995,9.0237398147583,9.084301948547363,73685,9.205426216125488,9.205426216125488,1.622731328010559
17-02-1995,9.084301948547363,9.205426216125488,132096,9.326549530029297,9.205426216125488,1.622731328010559
21-02-1995,9.0237398147583,9.144864082336426,33437,9.205426216125488,9.0237398147583,1.5907022953033447
22-02-1995,8.963177680969238,9.144864082336426,21878,9.205426216125488,9.144864082336426,1.6120550632476807
23-02-1995,8.720930099487305,9.0237398147583,43138,9.0237398147583,8.84205436706543,1.5715646743774414
24-02-1995,8.902615547180176,8.902615547180176,46234,9.084301948547363,9.084301948547363,1.6146212816238403
27-02-1995,8.963177680969238,9.0237398147583,38597,9.144864082336426,8.963177680969238,1.5930935144424438
28-02-1995,9.0237398147583,9.0237398147583,24768,9.26598834991455,9.205426216125488,1.636149525642395
01-03-1995,9.0237398147583,9.205426216125488,14861,9.205426216125488,9.144864082336426,1.6253858804702759
02-03-1995,9.0237398147583,9.084301948547363,14861,9.144864082336426,9.084301948547363,1.6146212816238403
03-03-1995,9.0237398147583,9.084301948547363,16099,9.144864082336426,9.084301948547363,1.6146212816238403
06-03-1995,8.84205436706543,9.0237398147583,15686,9.0237398147583,8.963177680969238,1.5930935144424438
07-03-1995,8.84205436706543,8.902615547180176,33024,9.0237398147583,8.963177680969238,1.5930935144424438
08-03-1995,8.84205436706543,8.963177680969238,43344,8.963177680969238,8.963177680969238,1.5930935144424438
09-03-1995,9.0237398147583,9.0237398147583,13003,9.084301948547363,9.0237398147583,1.6038566827774048
10-03-1995,8.963177680969238,9.0237398147583,19402,9.0237398147583,9.0237398147583,1.6038566827774048
13-03-1995,8.963177680969238,8.963177680969238,40661,9.084301948547363,9.0237398147583,1.6038566827774048
14-03-1995,8.84205436706543,9.144864082336426,45821,9.144864082336426,8.963177680969238,1.5930935144424438
15-03-1995,8.720930099487305,9.0237398147583,37152,9.084301948547363,8.781492233276367,1.5608007907867432
16-03-1995,8.539243698120117,8.720930099487305,70589,8.902615547180176,8.902615547180176,1.5823290348052979
17-03-1995,8.781492233276367,8.84205436706543,28277,9.0237398147583,8.902615547180176,1.5823290348052979
20-03-1995,8.781492233276367,8.84205436706543,47678,8.963177680969238,8.84205436706543,1.5715646743774414
21-03-1995,8.781492233276367,8.84205436706543,19195,8.963177680969238,8.781492233276367,1.5608007907867432
22-03-1995,8.660367965698242,8.720930099487305,29722,8.781492233276367,8.781492233276367,1.5608007907867432
23-03-1995,8.720930099487305,8.720930099487305,19402,8.84205436706543,8.84205436706543,1.5715646743774414
24-03-1995,8.720930099487305,8.84205436706543,37565,8.963177680969238,8.720930099487305,1.5500367879867554
27-03-1995,8.660367965698242,8.660367965698242,44995,8.84205436706543,8.720930099487305,1.5500367879867554
28-03-1995,8.660367965698242,8.720930099487305,48091,8.781492233276367,8.720930099487305,1.5634822845458984
29-03-1995,8.720930099487305,8.720930099487305,27038,8.902615547180176,8.84205436706543,1.585198163986206
30-03-1995,8.720930099487305,8.84205436706543,22498,8.902615547180176,8.720930099487305,1.5634822845458984
31-03-1995,8.720930099487305,8.720930099487305,31579,8.84205436706543,8.781492233276367,1.5743393898010254
03-04-1995,8.660367965698242,8.660367965698242,28896,8.781492233276367,8.720930099487305,1.5634822845458984
04-04-1995,8.720930099487305,8.720930099487305,12384,8.84205436706543,8.781492233276367,1.5743393898010254
