Date,Mkt-RF,SMB,HML,RF
-0--1-15--,-0.75,0.4,-0.42,0.0
-0--1-15--,0.13,-0.24,0.32,0.0
-0--1-15--,0.44,-0.48,-0.04,0.0
-0--1-15--,0.24,-0.1,0.04,0.0
-0--2-15--,0.15,-0.37,-0.18,0.0
-0--2-15--,0.56,-0.68,0.27,0.0
-0--2-15--,0.65,-0.49,0.35,0.0
-0--2-15--,-0.01,0.21,-0.48,0.0
-0--2-15--,0.42,0.1,-0.12,0.0
-0--2-15--,-0.25,0.67,0.19,0.0
-0--2-15--,-0.98,0.41,-0.37,0.0
-0--2-15--,0.31,-0.4,-0.25,0.0
-0--3-15--,-0.77,0.45,0.09,0.0
-0--0-15--,0.88,-0.54,0.68,0.0
-0--0-15--,1.38,-0.48,0.73,0.0
-0--0-15--,-0.2,0.24,-0.13,0.0
-0--0-15--,0.92,0.08,-0.23,0.0
-0--0-15--,-0.51,0.0,0.08,0.0
-0--0-15--,-0.35,0.23,0.2,0.0
-0--1-15--,0.64,-0.42,-0.68,0.0
-0--1-15--,-0.2,-0.19,-0.18,0.0
-0--1-15--,1.27,0.14,0.27,0.0
-0--1-15--,0.55,-0.07,0.17,0.0
-0--1-15--,-0.01,0.25,0.16,0.0
-0--1-15--,0.24,-0.08,-0.02,0.0
-0--1-15--,0.38,0.27,-0.25,0.0
-0--1-15--,0.08,0.07,-0.36,0.0
-0--2-15--,0.45,-0.24,-0.21,0.0
-0--2-15--,0.05,0.0,-0.32,0.0
-0--2-15--,0.37,-0.09,0.39,0.0
-0--2-15--,0.13,0.38,-0.31,0.0
-0--2-15--,-0.23,0.14,-0.2,0.0
-0--2-15--,-0.09,0.02,-0.04,0.0
-0--0-15--,0.24,-0.16,-0.33,0.0
-0--0-15--,-0.4,0.08,0.07,0.0
-0--0-15--,-0.39,0.05,-0.28,0.0
-0--0-15--,0.18,0.01,-0.4,0.0
-0--0-15--,-1.13,0.27,0.11,0.0
-0--0-15--,0.0,-0.09,-0.13,0.0
-0--1-15--,-1.64,0.64,-0.28,0.0
-0--1-15--,-0.06,0.02,0.26,0.0
-0--1-15--,1.1,0.05,0.09,0.0
-0--1-15--,-0.57,0.31,-0.25,0.0
-0--1-15--,1.1,-0.72,-0.27,0.0
-0--1-15--,-0.18,0.16,0.12,0.0
-0--1-15--,1.67,-0.29,0.09,0.0
-0--1-15--,-0.73,0.35,-0.72,0.0
-0--2-15--,1.31,-0.19,0.36,0.0
-0--2-15--,0.23,0.38,0.4,0.0
-0--2-15--,-0.24,0.31,0.07,0.0
-0--2-15--,-0.9,-0.02,0.89,0.0
-0--2-15--,-0.66,-0.03,0.05,0.0
-0--2-15--,0.13,-0.02,-0.59,0.0
-0--3-15--,0.69,-0.4,-0.12,0.0
-0--3-15--,-0.85,0.7,0.05,0.0
-0--0-15--,-0.08,0.1,0.38,0.0
-0--0-15--,0.7,0.08,0.2,0.0
-0--0-15--,0.42,0.2,0.04,0.0
-0--0-15--,0.16,-0.17,-0.08,0.0
-0--0-15--,0.11,-0.31,-0.07,0.0
-0--0-15--,0.3,0.66,-0.62,0.0
-0--0-15--,0.29,-0.45,-0.14,0.0
-0--1-15--,0.4,0.1,-0.18,0.0
-0--1-15--,-0.22,0.57,0.03,0.0
-0--1-15--,0.31,0.34,0.34,0.0
-0--1-15--,0.58,-0.08,0.43,0.0
-0--1-15--,0.09,0.29,0.05,0.0
-0--1-15--,-1.11,0.09,0.27,0.0
-0--2-15--,0.4,-0.56,-0.02,0.0
-0--2-15--,0.23,0.1,-0.68,0.0
-0--2-15--,0.24,-0.14,0.08,0.0
-0--2-15--,0.45,0.13,0.12,0.0
-0--2-15--,0.4,-0.06,-0.01,0.0
-0--2-15--,0.14,-0.2,0.47,0.0
-0--2-15--,0.13,0.3,0.6,0.0
-0--2-15--,-0.43,0.16,0.41,0.0
-0--3-15--,-0.79,-0.31,0.56,0.0
-0--0-15--,0.26,-0.58,-0.31,0.0
-0--0-15--,0.31,0.1,0.05,0.0
-0--0-15--,-0.92,0.4,0.16,0.0
-0--0-15--,0.04,0.27,0.1,0.0
-0--0-15--,-0.12,-0.22,-0.25,0.0
-0--0-15--,1.35,-0.38,-0.27,0.0
-0--1-15--,-0.2,0.58,0.0,0.0
-0--1-15--,-0.24,0.32,0.21,0.0
-0--1-15--,0.48,0.29,-0.02,0.0
-0--1-15--,0.75,-0.39,-0.15,0.0
-0--1-15--,0.16,0.1,-0.19,0.0
-0--1-15--,0.03,0.22,-0.22,0.0
-0--1-15--,-0.14,-0.11,-0.15,0.0
-0--2-15--,-0.02,0.1,-0.13,0.0
-0--2-15--,0.35,-0.17,0.07,0.0
-0--2-15--,-0.41,0.1,0.11,0.0
-0--2-15--,-0.07,0.05,-0.08,0.0
-0--2-15--,-1.18,0.23,-0.09,0.0
-0--2-15--,0.77,-0.32,-0.11,0.0
-0--2-15--,-0.07,0.02,0.1,0.0
-0--2-15--,-0.61,0.59,0.09,0.0
-0--0-15--,-0.13,0.17,-0.2,0.0
-0--0-15--,0.44,0.38,0.43,0.0
-0--0-15--,0.43,0.08,0.02,0.0
-0--0-15--,-0.85,0.22,-0.03,0.0
-0--0-15--,-0.71,0.31,-0.04,0.0
-0--0-15--,-0.2,0.4,0.11,0.0
-0--0-15--,-0.29,-0.47,0.18,0.0
-0--1-15--,1.34,-0.2,-0.02,0.0
-0--1-15--,0.24,0.08,-0.32,0.0
-0--1-15--,-0.57,0.52,-0.02,0.0
-0--1-15--,-0.62,0.17,-0.04,0.0
-0--1-15--,0.25,-0.29,-0.23,0.0
-0--1-15--,0.18,0.16,-0.38,0.0
-0--1-15--,0.61,-0.22,-0.42,0.0
-0--1-15--,-0.12,0.42,-0.07,0.0
-0--2-15--,1.03,-0.65,0.13,0.0
-0--2-15--,0.14,0.1,0.09,0.0
-0--2-15--,-0.46,0.17,0.28,0.0
-0--2-15--,-0.19,0.13,-0.06,0.0
-0--2-15--,-0.28,-0.18,0.21,0.0
-0--2-15--,-2.07,0.17,0.11,0.0
-0--3-15--,-0.2,0.64,-0.41,0.0
-0--0-15--,0.44,-0.43,-0.3,0.0
-0--0-15--,0.07,-0.28,0.17,0.0
-0--0-15--,-0.2,-0.42,0.16,0.0
-0--0-15--,-1.01,-0.37,-0.59,0.0
-0--0-15--,-0.2,-0.3,-0.35,0.0
-0--0-15--,-1.2,-0.5,0.23,0.0
-0--0-15--,0.7,0.15,-0.26,0.0
-0--1-15--,1.52,-0.4,-0.23,0.0
-0--1-15--,0.84,-0.01,-0.34,0.0
-0--1-15--,0.67,0.23,-0.06,0.0
-0--1-15--,-0.17,-0.32,-0.11,0.0
-0--1-15--,0.67,-0.13,-0.42,0.0
-0--1-15--,-0.1,-0.03,-0.54,0.0
-0--2-15--,0.01,-0.32,-0.59,0.0
-0--2-15--,-0.07,0.52,0.27,0.0
-0--2-15--,-0.51,0.18,-0.1,0.0
-0--2-15--,-0.2,0.08,-0.29,0.0
-0--2-15--,-0.94,0.04,-0.05,0.0
-0--2-15--,-0.87,-0.31,0.18,0.0
-0--2-15--,0.87,-0.36,-0.13,0.0
-0--2-15--,0.54,-0.4,0.33,0.0
-0--3-15--,0.06,-0.06,0.12,0.0
-0--3-15--,0.26,0.34,-0.36,0.0
-0--0-15--,-0.19,-0.27,-0.23,0.0
-0--0-15--,-0.24,0.1,-0.26,0.0
-0--0-15--,0.48,-0.35,-0.04,0.0
-0--0-15--,-0.55,0.0,1.18,0.0
-0--0-15--,-0.3,-0.09,0.19,0.0
-0--1-15--,1.17,-0.1,0.17,0.0
-0--1-15--,-1.04,0.32,0.31,0.0
-0--1-15--,-0.5,0.11,0.07,0.0
-0--1-15--,0.13,-0.2,-0.18,0.0
-0--1-15--,0.11,0.06,-0.11,0.0
-0--1-15--,0.27,0.13,-0.4,0.0
-0--1-15--,-0.33,-0.18,0.04,0.0
-0--1-15--,-0.88,0.12,-0.14,0.0
-0--2-15--,-1.74,0.25,0.45,0.0
-0--2-15--,-2.41,1.17,0.17,0.0
-0--2-15--,-3.65,-0.08,0.0,0.0
-0--2-15--,-0.1,-0.04,-0.47,0.0
-0--2-15--,1.39,-0.62,-0.51,0.0
-0--2-15--,2.22,-0.64,0.28,0.0
-0--2-15--,0.5,0.78,0.27,0.0
-0--3-15--,-0.53,0.68,0.56,0.0
-0--0-15--,-2.53,0.64,-0.04,0.0
-0--0-15--,0.7,-0.81,-0.71,0.0
-0--0-15--,0.5,-0.32,0.35,0.0
-0--0-15--,-1.53,0.76,-0.26,0.0
-0--0-15--,0.13,-0.29,0.02,0.0
-0--0-15--,1.65,-0.78,-0.14,0.0
-0--0-15--,0.26,0.44,0.31,0.0
-0--1-15--,-0.13,0.2,-0.41,0.0
-0--1-15--,0.12,0.3,-0.57,0.0
-0--1-15--,-0.51,0.15,-0.12,0.0
-0--1-15--,0.67,-0.52,0.07,0.0
-0--1-15--,1.14,-0.43,0.27,0.0
-0--1-15--,0.44,0.72,-0.51,0.0
-0--1-15--,-1.76,0.96,-0.93,0.0
-0--2-15--,-0.04,-0.66,0.33,0.0
-0--2-15--,-1.68,0.58,0.01,0.0
-0--2-15--,-0.24,-0.17,-0.05,0.0
-0--2-15--,-0.77,0.11,0.01,0.0
-0--2-15--,0.55,-0.86,0.8,0.0
-0--2-15--,-1.94,0.9,0.23,0.0
-0--2-15--,-0.77,-0.59,0.55,0.0
-0--3-15--,1.88,-0.58,-0.25,0.0
-1--0-15--,0.25,0.02,0.05,0.0
-1--0-15--,1.15,-0.18,-0.24,0.0
-1--0-15--,1.93,-0.37,0.54,0.0
-1--0-15--,0.38,0.06,1.0,0.0
-1--0-15--,0.73,0.16,0.69,0.0
-1--0-15--,0.61,-0.28,0.37,0.0
-1--0-15--,0.63,0.15,-0.02,0.0
-1--1-15--,-0.03,0.0,-0.06,0.0
-1--1-15--,-0.73,-0.07,-0.01,0.0
-1--1-15--,-0.34,0.22,0.07,0.0
-1--1-15--,1.2,0.07,-0.28,0.0
-1--1-15--,0.28,-0.71,-0.13,0.0
-1--1-15--,-0.17,0.16,-0.65,0.0
-1--2-15--,-0.11,0.02,0.58,0.0
-1--2-15--,-0.31,-0.11,0.2,0.0
-1--2-15--,0.74,-1.09,0.03,0.0
-1--2-15--,0.99,-0.46,-0.39,0.0
-1--2-15--,-0.02,0.13,-0.36,0.0
-1--2-15--,-0.64,-0.18,-0.68,0.0
-1--2-15--,0.77,-0.2,0.25,0.0
-1--2-15--,-0.12,-0.04,-0.44,0.0
-1--3-15--,-0.05,0.42,-0.18,0.0
-1--0-15--,0.53,0.1,-0.2,0.0
-1--0-15--,0.23,0.11,0.01,0.0
-1--0-15--,-0.22,0.01,-0.26,0.0
-1--0-15--,-0.1,-0.02,0.03,0.0
-1--0-15--,-0.31,0.25,0.0,0.0
-1--0-15--,-0.63,0.48,0.11,0.0
-1--1-15--,-0.05,-0.24,-0.01,0.0
-1--1-15--,0.06,-0.04,-0.27,0.0
-1--1-15--,-1.01,0.34,-0.33,0.0
-1--1-15--,-1.0,0.46,0.31,0.0
-1--1-15--,0.51,-0.72,0.14,0.0
-1--1-15--,0.5,-0.21,-0.3,0.0
-1--1-15--,0.89,-0.32,-0.13,0.0
-1--1-15--,0.47,0.09,-0.04,0.0
-1--2-15--,0.04,0.15,-0.53,0.0
-1--2-15--,-0.14,0.26,-0.11,0.0
-1--2-15--,-0.08,0.49,0.22,0.0
-1--2-15--,0.23,0.07,-0.5,0.0
-1--2-15--,0.25,-0.09,-0.04,0.0
-1--2-15--,-0.18,0.14,-0.22,0.0
-1--3-15--,-0.26,0.4,0.12,0.0
-1--0-15--,0.94,-0.18,0.09,0.0
-1--0-15--,-0.66,0.39,-0.54,0.0
-1--0-15--,-0.69,0.86,0.28,0.0
-1--0-15--,0.48,-0.8,-0.41,0.0
-1--0-15--,-0.53,-0.23,-0.63,0.0
-1--0-15--,-0.86,0.33,-0.62,0.0
-1--0-15--,-0.23,0.12,0.59,0.0
-1--1-15--,-0.22,-0.2,-0.16,0.0
-1--1-15--,-1.46,0.55,0.06,0.0
-1--1-15--,-0.49,-0.39,-0.39,0.0
-1--1-15--,0.85,-0.81,0.29,0.0
-1--1-15--,1.2,-0.22,-0.19,0.0
-1--1-15--,-0.66,0.53,-0.19,0.0
-1--1-15--,-1.09,1.01,-0.05,0.0
-1--2-15--,0.21,-0.1,-0.21,0.0
-1--2-15--,0.65,-0.18,0.36,0.0
-1--2-15--,1.28,-0.52,0.49,0.0
-1--2-15--,0.09,-0.01,0.19,0.0
-1--2-15--,-0.08,-0.02,-0.11,0.0
-1--2-15--,-0.14,0.19,-0.11,0.0
-1--2-15--,0.94,-0.03,-0.4,0.0
-1--3-15--,-0.46,0.4,-0.22,0.0
-1--3-15--,-0.78,0.3,0.23,0.0
-0--0-16--,0.02,0.0,-0.01,0.0
-0--0-16--,-1.87,0.2,0.36,0.0
-0--0-16--,-0.09,-0.26,0.2,0.0
-0--0-16--,-1.22,0.21,-0.13,0.0
-0--0-16--,-1.89,0.23,0.1,0.0
-0--0-16--,-1.05,0.16,-0.1,0.0
-0--1-16--,-0.4,-0.56,0.09,0.0
-0--1-16--,0.25,-0.94,-0.52,0.0
-0--1-16--,-1.13,0.57,0.58,0.0
-0--1-16--,0.17,-0.91,0.16,0.0
-0--1-16--,-1.89,0.57,0.0,0.0
-0--1-16--,-0.45,-0.56,-0.31,0.0
-0--1-16--,0.38,-0.42,-0.22,0.0
-0--2-16--,-1.86,0.51,-0.68,0.0
-0--2-16--,0.39,-1.01,0.14,0.0
-0--2-16--,2.39,0.05,-0.07,0.0
-0--2-16--,-0.75,0.93,-0.93,0.0
-0--2-16--,0.86,-0.6,0.52,0.0
-0--2-16--,-0.18,0.19,1.04,0.0
-0--2-16--,0.05,-0.02,0.44,0.0
-0--2-16--,1.91,-0.67,0.23,0.0
-0--0-16--,0.39,0.43,-0.94,0.0
-0--0-16--,-1.69,0.75,-0.6,0.0
-0--0-16--,0.24,-0.05,0.27,0.0
-0--0-16--,0.44,-0.29,0.9,0.0
-0--0-16--,-1.63,-0.14,1.34,0.0
-0--0-16--,-1.55,0.52,0.64,0.0
-0--0-16--,-0.91,-0.74,-0.63,0.0
-0--1-16--,0.24,-0.23,-0.37,0.0
-0--1-16--,-1.36,0.84,-0.74,0.0
-0--1-16--,0.9,-1.99,0.82,0.0
-0--1-16--,1.34,0.35,0.07,0.0
-0--1-16--,0.98,-0.13,-0.43,0.0
-0--1-16--,1.6,-0.36,-0.27,0.0
-0--1-16--,0.11,0.89,-0.02,0.0
-0--1-16--,-0.2,0.21,-0.6,0.0
-0--2-16--,1.1,-0.4,0.09,0.0
-0--2-16--,-1.05,0.58,-0.28,0.0
-0--2-16--,-0.36,0.48,-0.26,0.0
-0--2-16--,1.24,-0.54,0.19,0.0
-0--2-16--,0.09,-0.01,0.42,0.0
-0--2-16--,-0.32,0.59,0.19,0.0
-0--0-16--,1.68,-0.89,-0.18,0.0
-0--0-16--,0.97,0.35,0.69,0.0
-0--0-16--,0.68,0.22,0.83,0.0
-0--0-16--,0.68,0.36,0.36,0.0
-0--0-16--,0.09,0.56,0.31,0.0
-0--0-16--,-1.09,-0.27,-0.4,0.0
-0--0-16--,0.27,-0.46,0.04,0.0
-0--1-16--,0.09,0.22,0.23,0.0
-0--1-16--,1.66,-0.52,0.33,0.0
-0--1-16--,0.14,0.26,-0.32,0.0
-0--1-16--,-0.57,-0.23,0.17,0.0
-0--1-16--,0.74,0.17,-0.02,0.0
-0--1-16--,0.86,0.46,0.64,0.0
-0--1-16--,0.16,0.18,-0.21,0.0
-0--2-16--,-0.13,-0.16,-0.18,0.0
-0--2-16--,0.05,0.21,-0.24,0.0
-0--2-16--,-0.72,-0.31,-0.39,0.0
-0--2-16--,-0.51,0.41,-0.45,0.0
-0--2-16--,0.01,-0.17,0.11,0.0
-0--2-16--,0.26,0.09,0.07,0.0
-0--2-16--,1.06,0.59,-0.57,0.0
-0--3-16--,0.67,-0.12,-0.09,0.0
-0--3-16--,-0.29,0.33,-0.32,0.0
-0--0-16--,-0.29,-0.19,-0.62,0.0
-0--0-16--,-0.18,0.08,-0.49,0.0
-0--0-16--,-1.3,0.1,-0.38,0.0
-0--0-16--,0.94,-0.16,-0.5,0.0
-0--0-16--,-0.79,0.6,-0.16,0.0
-0--0-16--,0.77,-0.03,0.71,0.0
-0--1-16--,-0.01,0.28,0.52,0.0
-0--1-16--,0.84,-0.4,0.59,0.0
-0--1-16--,1.24,-0.35,0.54,0.0
-0--1-16--,0.43,-0.01,0.22,0.0
-0--1-16--,-0.04,0.24,-0.2,0.0
-0--1-16--,0.2,-0.12,-0.18,0.0
-0--1-16--,1.1,-0.16,0.78,0.0
-0--2-16--,-0.01,-0.28,0.44,0.0
-0--2-16--,-0.12,0.29,0.07,0.0
-0--2-16--,-0.28,-0.02,0.43,0.0
-0--2-16--,-0.23,0.06,-0.26,0.0
-0--2-16--,0.23,-0.12,0.72,0.0
-0--2-16--,0.14,0.13,0.48,0.0
-0--2-16--,-0.35,0.56,-0.01,0.0
-0--2-16--,-0.35,0.6,0.21,0.0
-0--0-16--,0.3,-0.36,-0.56,0.0
-0--0-16--,-1.2,0.05,-0.56,0.0
-0--0-16--,-0.83,0.2,-0.14,0.0
-0--0-16--,-0.18,-0.15,-0.05,0.0
-0--0-16--,0.07,0.05,0.22,0.0
-0--0-16--,0.0,-0.01,-1.2,0.0
-0--1-16--,1.09,-0.57,0.36,0.0
-0--1-16--,-0.37,0.53,0.33,0.0
-0--1-16--,-0.32,-0.22,0.22,0.0
-0--1-16--,-0.67,0.25,-0.45,0.0
-0--1-16--,0.61,-0.41,0.1,0.0
-0--1-16--,-0.32,0.34,0.29,0.0
-0--1-16--,-0.19,-0.45,0.28,0.0
-0--1-16--,-0.53,0.22,-0.1,0.0
-0--2-16--,0.82,0.15,-0.22,0.0
-0--2-16--,-0.12,0.6,-0.29,0.0
-0--2-16--,0.95,-0.67,-0.25,0.0
-0--2-16--,0.91,-0.3,0.54,0.0
-0--2-16--,0.21,0.03,-0.12,0.0
-0--2-16--,0.15,-0.03,-0.2,0.0
-0--3-16--,0.15,0.06,-0.11,0.0
-0--3-16--,-0.06,0.68,-0.19,0.0
-0--0-16--,0.01,0.29,-0.09,0.0
-0--0-16--,0.0,0.01,-0.37,0.0
-0--0-16--,0.5,0.74,-0.03,0.0
-0--0-16--,0.38,-0.24,0.26,0.0
-0--0-16--,0.52,0.0,0.26,0.0
-0--0-16--,0.29,0.36,0.1,0.0
-0--0-16--,-0.69,0.16,-0.24,0.0
-0--1-16--,-1.5,0.13,-0.12,0.0
-0--1-16--,-1.24,-0.31,-0.07,0.0
-0--1-16--,-0.98,-0.32,0.04,0.0
-0--1-16--,0.3,0.08,-0.05,0.0
-0--1-16--,-0.33,-0.76,-0.07,0.0
-0--1-16--,0.46,0.15,0.73,0.0
-0--2-16--,1.75,0.28,-0.02,0.0
-0--2-16--,0.16,-0.44,0.07,0.0
-0--2-16--,0.06,-0.24,0.0,0.0
-0--2-16--,1.42,-0.38,0.33,0.0
-0--2-16--,-5.11,0.83,-0.79,0.0
-0--2-16--,-2.27,0.11,-0.19,0.0
-0--2-16--,1.7,-0.51,-0.17,0.0
-0--2-16--,2.11,-0.26,-0.24,0.0
-0--3-16--,1.05,-0.23,0.02,0.0
-0--0-16--,0.64,0.48,-0.15,0.0
-0--0-16--,0.06,0.13,0.06,0.0
-0--0-16--,-1.18,-0.26,-0.49,0.0
-0--0-16--,-0.15,-0.04,-0.28,0.0
-0--0-16--,0.12,0.12,-0.24,0.0
-0--0-16--,1.14,-0.12,0.27,0.0
-0--1-16--,0.85,0.26,0.29,0.0
-0--1-16--,0.94,0.07,0.74,0.0
-0--1-16--,0.12,-0.02,0.41,0.0
-0--1-16--,0.61,-0.32,0.29,0.0
-0--1-16--,-0.2,-0.05,0.33,0.0
-0--1-16--,0.18,-0.03,-0.29,0.0
-0--1-16--,-0.3,-0.01,-0.07,0.0
-0--2-16--,0.5,-0.02,-0.78,0.0
-0--2-16--,-0.04,0.31,0.43,0.0
-0--2-16--,0.02,-0.27,-0.16,0.0
-0--2-16--,-0.09,0.18,-0.31,0.0
-0--2-16--,0.14,0.21,0.11,0.0
-0--2-16--,0.31,0.36,0.17,0.0
-0--2-16--,-0.18,-0.08,-0.35,0.0
-0--2-16--,0.94,0.34,0.48,0.0
-0--0-16--,-0.31,-0.08,-0.64,0.0
-0--0-16--,-0.54,0.3,-0.45,0.0
-0--0-16--,-0.26,-0.24,0.32,0.0
-0--0-16--,0.28,-0.04,0.42,0.0
-0--0-16--,0.56,-0.25,0.39,0.0
-0--0-16--,0.2,0.02,0.96,0.0
-0--0-16--,0.55,0.0,-0.05,0.0
-0--1-16--,0.01,0.04,-0.01,0.0
-0--1-16--,0.38,-0.21,-0.04,0.0
-0--1-16--,0.15,0.41,-0.19,0.0
-0--1-16--,0.27,0.23,-0.12,0.0
-0--1-16--,-0.32,0.2,0.22,0.0
-0--1-16--,-0.05,-0.35,0.38,0.0
-0--1-16--,0.39,0.24,0.27,0.0
-0--1-16--,-0.35,0.08,-0.06,0.0
-0--2-16--,0.02,0.23,-0.38,0.0
-0--2-16--,0.34,0.02,-0.09,0.0
-0--2-16--,-0.34,0.0,0.18,0.0
-0--2-16--,-0.25,0.04,0.22,0.0
-0--2-16--,-0.47,-0.12,-0.03,0.0
-0--2-16--,0.4,-0.1,0.33,0.0
-0--3-16--,-0.23,-0.17,0.26,0.0
-0--3-16--,-0.15,0.04,0.31,0.0
-0--0-16--,0.26,0.24,-0.18,0.0
-0--0-16--,0.65,-0.36,0.21,0.0
-0--0-16--,0.21,0.2,0.16,0.0
-0--0-16--,0.64,0.68,-0.37,0.0
-0--0-16--,0.1,0.36,-0.13,0.0
-0--0-16--,-0.26,0.12,0.47,0.0
-0--0-16--,-1.82,0.22,0.37,0.0
-0--1-16--,0.41,-0.4,-0.41,0.0
-0--1-16--,-1.3,0.25,-0.69,0.0
-0--1-16--,-0.04,0.04,-0.48,0.0
-0--1-16--,0.71,-0.16,-0.3,0.0
-0--1-16--,-0.57,0.52,-0.37,0.0
-0--1-16--,0.43,0.04,0.23,0.0
-0--2-16--,0.04,-0.1,-0.35,0.0
-0--2-16--,1.34,0.18,0.74,0.0
-0--2-16--,0.82,-0.05,0.11,0.0
-0--2-16--,-0.53,0.32,-0.28,0.0
-0--2-16--,-0.85,0.32,-0.32,0.0
-0--2-16--,0.36,-0.07,-0.53,0.0
-0--2-16--,0.5,0.08,0.42,0.0
-0--2-16--,-0.43,0.03,0.67,0.0
-0--3-16--,0.29,-0.21,-0.18,0.0
-1--0-16--,-0.09,0.22,-0.11,0.0
-1--0-16--,-0.25,-0.13,0.04,0.0
-1--0-16--,0.29,-0.01,0.73,0.0
-1--0-16--,-0.28,-0.16,0.32,0.0
-1--0-16--,-0.33,-0.11,0.42,0.0
-1--1-16--,0.32,-0.14,0.16,0.0
-1--1-16--,-1.07,0.13,0.18,0.0
-1--1-16--,-0.32,-0.25,0.12,0.0
-1--1-16--,-0.26,0.09,-0.3,0.0
-1--1-16--,0.13,-0.29,0.25,0.0
-1--1-16--,-0.23,0.17,0.28,0.0
-1--1-16--,0.74,-0.13,0.13,0.0
-1--1-16--,0.32,0.14,0.36,0.0
-1--2-16--,-0.13,-0.06,0.14,0.0
-1--2-16--,-0.15,-0.07,-0.03,0.0
-1--2-16--,0.29,-0.16,0.09,0.0
-1--2-16--,-0.26,-0.15,0.35,0.0
-1--2-16--,-0.22,-0.31,0.32,0.0
-1--2-16--,-0.36,-0.56,0.4,0.0
-1--2-16--,0.07,0.27,0.31,0.0
-1--3-16--,-0.11,0.0,-0.02,0.0
-1--0-16--,-0.29,0.23,0.19,0.0
-1--0-16--,-0.8,-0.18,-0.1,0.0
-1--0-16--,-0.17,0.13,0.55,0.0
-1--0-16--,-0.45,0.23,-0.19,0.0
-1--0-16--,1.37,-0.65,-0.18,0.0
-1--0-16--,0.26,-0.34,-0.02,0.0
-1--0-16--,0.05,-0.5,0.29,0.0
-1--1-16--,0.69,1.16,1.45,0.0
-1--1-16--,-0.22,0.58,0.24,0.0
-1--1-16--,-0.2,0.28,1.05,0.0
-1--1-16--,0.5,-0.5,0.13,0.0
-1--1-16--,-0.09,0.33,-0.3,0.0
-1--1-16--,0.24,-0.29,-0.3,0.0
-1--1-16--,-0.3,0.47,0.08,0.0
-1--2-16--,0.75,-0.3,0.21,0.0
-1--2-16--,0.26,0.22,0.5,0.0
-1--2-16--,-0.21,0.03,-0.01,0.0
-1--2-16--,0.1,-0.1,-0.04,0.0
-1--2-16--,0.43,-0.11,-0.23,0.0
-1--2-16--,-0.33,0.15,0.05,0.0
-1--2-16--,0.13,-0.32,-0.16,0.0
-1--3-16--,-0.31,-0.28,1.16,0.0
-1--0-16--,-0.01,0.06,1.59,0.0
-1--0-16--,-0.03,0.0,0.18,0.0
-1--0-16--,0.63,0.08,0.35,0.0
-1--0-16--,0.47,0.02,0.61,0.0
-1--0-16--,1.18,-0.52,0.71,0.0
-1--0-16--,0.31,0.3,0.57,0.0
-1--0-16--,0.28,-0.43,-0.23,0.0
-1--1-16--,0.01,-0.22,0.06,0.0
-1--1-16--,0.64,-0.43,-0.42,0.0
-1--1-16--,-1.07,-0.15,-0.47,0.0
-1--1-16--,-0.04,-0.24,0.11,0.0
-1--1-16--,0.09,0.1,0.06,0.0
-1--1-16--,0.01,0.03,-0.22,0.0
-1--2-16--,0.29,-0.04,0.25,0.0
-1--2-16--,-0.1,-0.05,0.1,0.0
-1--2-16--,-0.19,-0.24,0.1,0.0
-1--2-16--,0.16,0.25,-0.18,0.0
-1--2-16--,-0.01,0.1,-0.2,0.0
-1--2-16--,0.13,0.04,-0.09,0.0
-1--2-16--,-0.42,0.45,0.07,0.0
-1--2-16--,0.11,0.17,-0.2,0.0
-1--3-16--,-0.18,0.24,0.02,0.0
-0--0-17--,-0.06,-0.03,0.05,0.0
-0--0-17--,0.53,-0.27,0.33,0.0
-0--0-17--,1.03,0.5,0.28,0.0
-0--0-17--,0.5,0.06,-0.37,0.0
-0--0-17--,-0.24,-0.48,-0.49,0.0
-0--0-17--,-0.1,0.08,-0.62,0.0
-0--1-17--,0.09,0.34,0.19,0.0
-0--1-17--,0.44,-0.13,0.55,0.0
-0--1-17--,-0.27,-0.09,-0.25,0.0
-0--1-17--,0.53,0.14,0.01,0.0
-0--1-17--,-0.38,0.02,-0.26,0.0
-0--1-17--,0.05,-0.09,-0.13,0.0
-0--1-17--,-0.28,-0.27,-0.1,0.0
-0--1-17--,-0.04,0.02,0.11,0.0
-0--2-17--,0.35,0.0,0.29,0.0
-0--2-17--,-0.05,0.33,-0.08,0.0
-0--2-17--,0.39,0.02,0.45,0.0
-0--2-17--,1.02,-0.02,0.38,0.0
-0--2-17--,-0.2,-0.31,0.16,0.0
-0--2-17--,-0.08,-0.02,-0.45,0.0
-0--3-17--,-0.59,0.1,-0.4,0.0
-0--3-17--,0.08,0.53,-0.16,0.0
-0--0-17--,0.17,0.1,0.09,0.0
-0--0-17--,-0.1,-0.09,-0.21,0.0
-0--0-17--,0.65,0.09,0.32,0.0
-0--0-17--,-0.26,0.05,-0.16,0.0
-0--0-17--,-0.2,-0.22,-0.38,0.0
-0--0-17--,0.26,0.05,-0.33,0.0
-0--0-17--,0.26,-0.14,-0.12,0.0
-0--1-17--,0.54,0.27,0.37,0.0
-0--1-17--,0.42,-0.14,0.18,0.0
-0--1-17--,0.05,0.02,0.12,0.0
-0--1-17--,0.59,0.01,-0.04,0.0
-0--1-17--,0.12,0.01,0.05,0.0
-0--1-17--,-0.08,-0.07,-0.58,0.0
-0--2-17--,0.04,0.07,-0.01,0.0
