Date,Mkt-RF,SMB,HML,RF
-0--1-96--,-0.37,-0.04,0.26,0.02
-0--1-96--,0.36,-0.76,0.0,0.02
-0--1-96--,0.01,0.04,0.16,0.02
-0--1-96--,-0.07,-0.2,-0.12,0.02
-0--1-96--,0.33,0.01,-0.13,0.02
-0--2-96--,-0.1,0.32,-0.18,0.02
-0--2-96--,-0.29,0.31,-0.18,0.02
-0--2-96--,0.38,-0.46,-0.27,0.02
-0--2-96--,-0.16,0.26,0.11,0.02
-0--2-96--,0.49,-0.14,-0.31,0.02
-0--2-96--,0.28,0.16,0.13,0.02
-0--3-96--,0.32,-0.23,0.02,0.02
-0--3-96--,0.94,-0.24,0.12,0.02
-0--0-96--,0.58,0.12,-0.26,0.02
-0--0-96--,0.06,0.52,-0.14,0.02
-0--0-96--,0.32,0.2,-0.24,0.02
-0--0-96--,0.37,-0.24,-0.2,0.02
-0--0-96--,0.09,-0.35,-0.02,0.02
-0--0-96--,0.13,-0.18,-0.17,0.02
-0--0-96--,-0.1,0.08,0.03,0.02
-0--1-96--,0.27,-0.3,-0.06,0.02
-0--1-96--,-0.03,-0.31,0.2,0.02
-0--1-96--,0.09,0.33,-0.02,0.02
-0--1-96--,-0.09,0.08,0.01,0.02
-0--1-96--,0.0,0.17,0.17,0.02
-0--1-96--,-0.03,0.18,-0.02,0.02
-0--2-96--,-1.13,0.4,-0.01,0.02
-0--2-96--,0.49,-0.16,-0.26,0.02
-0--2-96--,0.81,-0.29,-0.31,0.02
-0--2-96--,0.19,0.07,0.16,0.02
-0--2-96--,-0.48,0.57,-0.03,0.02
-0--2-96--,-0.38,0.14,0.27,0.02
-0--2-96--,-0.3,0.15,0.29,0.02
-0--2-96--,-0.23,0.13,-0.02,0.02
-0--0-96--,0.31,-0.29,0.19,0.02
-0--0-96--,0.29,-0.15,-0.06,0.02
-0--0-96--,0.34,-0.13,-0.15,0.02
-0--0-96--,-0.42,0.2,0.23,0.02
-0--0-96--,-0.11,0.01,0.06,0.02
-0--0-96--,-1.54,0.4,0.22,0.02
-0--1-96--,-0.35,-0.04,-0.53,0.02
-0--1-96--,0.23,0.17,0.07,0.02
-0--1-96--,-0.03,0.09,0.03,0.02
-0--1-96--,0.45,-0.21,-0.11,0.02
-0--1-96--,0.2,0.04,-0.17,0.02
-0--1-96--,0.87,-0.46,-0.02,0.02
-0--1-96--,0.36,-0.01,0.22,0.02
-0--2-96--,-0.21,0.18,0.03,0.02
-0--2-96--,0.14,-0.08,-0.06,0.02
-0--2-96--,0.11,0.02,0.03,0.02
-0--2-96--,0.19,-0.34,0.44,0.02
-0--2-96--,0.09,0.0,-0.14,0.02
-0--2-96--,0.08,0.22,0.05,0.02
-0--2-96--,0.18,0.22,-0.07,0.02
-0--2-96--,0.02,0.51,-0.15,0.02
-0--0-96--,0.58,-0.29,-0.19,0.02
-0--0-96--,0.19,0.14,0.08,0.02
-0--0-96--,0.12,0.36,-0.11,0.02
-0--0-96--,0.1,0.18,0.03,0.02
-0--0-96--,0.02,-0.03,-0.09,0.02
-0--0-96--,-0.94,0.36,0.07,0.02
-0--0-96--,-0.09,0.22,0.11,0.02
-0--1-96--,-0.31,0.45,0.19,0.02
-0--1-96--,-0.45,0.4,0.02,0.02
-0--1-96--,0.36,0.0,-0.12,0.02
-0--1-96--,0.62,-0.04,-0.14,0.02
-0--1-96--,0.4,0.08,-0.24,0.02
-0--1-96--,-0.27,0.34,0.16,0.02
-0--1-96--,0.59,0.21,-0.16,0.02
-0--1-96--,0.05,0.03,-0.13,0.02
-0--2-96--,0.75,-0.01,-0.2,0.02
-0--2-96--,0.24,0.1,-0.18,0.02
-0--2-96--,0.19,0.16,0.0,0.02
-0--2-96--,-0.02,0.27,-0.12,0.02
-0--2-96--,0.67,0.06,-0.06,0.02
-0--2-96--,0.01,0.19,-0.06,0.02
-0--3-96--,-0.13,0.23,0.01,0.02
-0--0-96--,-0.3,0.53,0.02,0.02
-0--0-96--,-0.52,0.7,0.18,0.02
-0--0-96--,-0.35,0.4,0.06,0.02
-0--0-96--,-0.04,0.14,-0.04,0.02
-0--0-96--,-0.5,0.23,0.12,0.02
-0--0-96--,0.45,-0.39,0.01,0.02
-0--0-96--,-0.01,0.28,-0.08,0.02
-0--1-96--,0.12,0.08,-0.03,0.02
-0--1-96--,0.45,-0.11,-0.31,0.02
-0--1-96--,0.35,-0.22,-0.09,0.02
-0--1-96--,0.31,-0.04,-0.15,0.02
-0--1-96--,0.15,0.29,-0.27,0.02
-0--1-96--,0.07,0.12,-0.01,0.02
-0--2-96--,0.27,0.07,-0.25,0.02
-0--2-96--,-0.04,-0.05,0.09,0.02
-0--2-96--,0.01,-0.02,0.26,0.02
-0--2-96--,-0.32,0.19,0.22,0.02
-0--2-96--,-0.1,-0.06,-0.1,0.02
-0--2-96--,-0.04,-0.16,0.06,0.02
-0--2-96--,-0.3,-0.15,0.09,0.02
-0--2-96--,0.16,0.07,0.22,0.02
-0--3-96--,0.03,0.14,-0.31,0.02
-0--3-96--,0.28,0.18,-0.06,0.02
-0--0-96--,-0.61,-0.18,-0.02,0.02
-0--0-96--,0.4,-0.33,-0.09,0.02
-0--0-96--,0.25,-0.22,0.04,0.02
-0--0-96--,-0.38,-0.26,0.35,0.02
-0--0-96--,-0.62,-0.07,-0.19,0.02
-0--1-96--,0.16,0.03,0.16,0.02
-0--1-96--,-0.02,-0.12,0.01,0.02
-0--1-96--,0.4,0.08,0.01,0.02
-0--1-96--,-0.09,-0.12,0.19,0.02
-0--1-96--,-0.2,-0.04,0.09,0.02
-0--1-96--,-0.01,0.0,0.17,0.02
-0--1-96--,0.24,-0.64,0.6,0.02
-0--1-96--,-0.19,-0.21,0.01,0.02
-0--2-96--,-0.26,-0.28,-0.02,0.02
-0--2-96--,0.01,-0.15,-0.36,0.02
-0--2-96--,0.48,-0.09,0.04,0.02
-0--2-96--,-0.15,-0.16,0.14,0.02
-0--2-96--,-0.35,-0.48,0.51,0.02
-0--2-96--,0.22,0.08,0.02,0.02
-0--2-96--,0.24,0.5,-0.18,0.02
-0--0-96--,0.35,-0.07,-0.22,0.02
-0--0-96--,-0.38,0.12,0.23,0.02
-0--0-96--,-0.11,-0.13,0.35,0.02
-0--0-96--,-0.03,-0.07,0.06,0.02
-0--0-96--,-1.2,0.5,0.35,0.02
-0--0-96--,-0.88,-0.03,0.21,0.02
-0--0-96--,0.25,-0.22,0.19,0.02
-0--1-96--,-0.14,-0.39,0.37,0.02
-0--1-96--,-0.79,-0.42,0.88,0.02
-0--1-96--,-0.61,0.08,0.16,0.02
-0--1-96--,-1.22,-0.15,1.08,0.02
-0--1-96--,-0.51,-0.4,0.29,0.02
-0--1-96--,0.74,0.59,-0.85,0.02
-0--1-96--,0.99,-0.22,-0.5,0.02
-0--1-96--,-0.09,0.39,0.04,0.02
-0--2-96--,-0.93,0.16,0.37,0.02
-0--2-96--,-0.64,-0.72,0.71,0.02
-0--2-96--,-1.12,-0.32,0.08,0.02
-0--2-96--,0.83,-0.2,-0.25,0.02
-0--2-96--,0.44,-0.05,-0.45,0.02
-0--2-96--,-0.32,0.02,0.32,0.02
-0--3-96--,0.06,-0.54,0.04,0.02
-0--3-96--,0.7,-0.27,-0.13,0.02
-0--0-96--,0.89,-0.6,-0.21,0.02
-0--0-96--,1.16,-0.43,-0.3,0.02
-0--0-96--,0.05,-0.01,0.09,0.02
-0--0-96--,-0.3,0.09,-0.19,0.02
-0--0-96--,-0.23,0.22,-0.22,0.02
-0--0-96--,0.08,-0.09,0.04,0.02
-0--0-96--,-0.25,0.1,0.2,0.02
-0--1-96--,0.32,-0.5,-0.02,0.02
-0--1-96--,-0.12,0.11,0.08,0.02
-0--1-96--,0.11,-0.09,-0.17,0.02
-0--1-96--,0.2,0.32,0.0,0.02
-0--1-96--,0.2,0.05,0.15,0.02
-0--1-96--,0.15,0.09,0.12,0.02
-0--2-96--,0.04,0.05,0.17,0.02
-0--2-96--,0.1,0.12,-0.09,0.02
-0--2-96--,0.58,-0.34,-0.26,0.02
-0--2-96--,0.04,0.37,0.0,0.02
-0--2-96--,-0.48,0.41,0.11,0.02
-0--2-96--,0.14,-0.05,-0.13,0.02
-0--2-96--,-0.21,0.37,-0.22,0.02
-0--2-96--,-0.73,0.54,0.13,0.02
-0--3-96--,-0.79,0.59,0.0,0.02
-0--0-96--,-0.21,-0.03,-0.05,0.02
-0--0-96--,-0.03,-0.11,-0.01,0.02
-0--0-96--,0.3,-0.06,0.19,0.02
-0--0-96--,-0.34,-0.08,0.25,0.02
-0--0-96--,0.17,-0.06,-0.26,0.02
-0--0-96--,0.5,-0.42,-0.03,0.02
-0--1-96--,0.12,-0.24,-0.15,0.02
-0--1-96--,-0.05,-0.1,0.02,0.02
-0--1-96--,0.34,-0.18,-0.23,0.02
-0--1-96--,0.98,-0.65,-0.36,0.02
-0--1-96--,0.44,-0.19,0.0,0.02
-0--1-96--,0.2,-0.02,-0.15,0.02
-0--1-96--,0.02,0.22,-0.03,0.02
-0--1-96--,0.06,-0.28,-0.12,0.02
-0--2-96--,0.04,0.04,0.08,0.02
-0--2-96--,-0.25,0.06,0.17,0.02
-0--2-96--,0.29,0.0,0.09,0.02
-0--2-96--,0.09,-0.21,-0.12,0.02
-0--2-96--,0.09,0.0,-0.24,0.02
-0--2-96--,0.22,-0.11,0.11,0.02
-0--3-96--,0.15,-0.07,-0.03,0.02
-1--0-96--,-0.01,-0.18,0.18,0.02
-1--0-96--,0.36,-0.1,0.02,0.02
-1--0-96--,-0.12,0.05,0.21,0.02
-1--0-96--,0.28,-0.26,-0.18,0.02
-1--0-96--,0.27,-0.18,0.01,0.02
-1--0-96--,-0.38,0.07,0.26,0.02
-1--0-96--,-0.41,0.31,0.16,0.02
-1--1-96--,-0.12,0.3,0.02,0.02
-1--1-96--,0.37,-0.32,-0.13,0.02
-1--1-96--,0.34,-0.16,-0.21,0.02
-1--1-96--,0.24,-0.33,-0.07,0.02
-1--1-96--,-0.13,0.13,-0.05,0.02
-1--1-96--,0.18,-0.11,0.11,0.02
-1--1-96--,0.45,-0.2,0.06,0.02
-1--2-96--,-0.27,0.02,0.52,0.02
-1--2-96--,-0.31,-0.15,0.28,0.02
-1--2-96--,-0.41,0.06,0.07,0.02
-1--2-96--,-0.28,0.34,0.18,0.02
-1--2-96--,-0.36,0.1,0.22,0.02
-1--2-96--,-0.23,-0.08,0.17,0.02
-1--2-96--,0.03,-0.33,0.38,0.02
-1--3-96--,-0.03,0.19,0.05,0.02
-1--3-96--,0.08,0.1,-0.14,0.02
-1--0-96--,0.19,-0.09,0.08,0.02
-1--0-96--,0.06,-0.2,0.25,0.02
-1--0-96--,0.33,-0.55,0.15,0.02
-1--0-96--,1.25,-0.68,-0.09,0.02
-1--0-96--,0.25,0.0,-0.12,0.02
-1--0-96--,0.59,-0.3,-0.01,0.02
-1--1-96--,0.32,0.1,0.03,0.02
-1--1-96--,-0.19,-0.03,0.19,0.02
-1--1-96--,0.02,0.15,-0.16,0.02
-1--1-96--,0.46,-0.29,0.07,0.02
-1--1-96--,0.23,-0.25,0.19,0.02
-1--1-96--,-0.08,0.05,0.53,0.02
-1--1-96--,0.32,-0.37,0.21,0.02
-1--2-96--,0.39,-0.12,0.24,0.02
-1--2-96--,-0.09,0.01,0.09,0.02
-1--2-96--,0.4,-0.37,0.0,0.02
-1--2-96--,0.28,-0.41,0.14,0.02
-1--2-96--,0.04,-0.19,-0.02,0.02
-1--2-96--,-0.27,0.13,0.0,0.02
-1--2-96--,-0.27,-0.01,0.0,0.02
-1--2-96--,0.12,0.1,-0.07,0.02
-1--0-96--,-0.55,0.32,-0.09,0.02
-1--0-96--,-0.24,0.31,0.37,0.02
-1--0-96--,-0.33,0.14,-0.06,0.02
-1--0-96--,0.38,-0.02,0.14,0.02
-1--0-96--,-1.43,0.37,0.18,0.02
-1--0-96--,0.95,-0.37,-0.46,0.02
-1--1-96--,0.28,0.13,0.17,0.02
-1--1-96--,-0.8,0.37,-0.05,0.02
-1--1-96--,-0.87,0.69,0.04,0.02
-1--1-96--,-0.79,-0.08,0.08,0.02
-1--1-96--,-0.15,-0.18,0.51,0.02
-1--1-96--,0.03,-0.29,0.04,0.02
-1--1-96--,0.62,-0.1,-0.19,0.02
-1--1-96--,0.36,-0.62,0.07,0.02
-1--2-96--,0.55,-0.44,0.28,0.02
-1--2-96--,-0.08,0.02,0.16,0.02
-1--2-96--,-0.23,-0.07,0.01,0.02
-1--2-96--,0.16,-0.27,-0.04,0.02
-1--2-96--,0.21,-0.2,0.04,0.02
-1--2-96--,0.29,0.07,-0.19,0.02
-1--3-96--,-0.01,-0.01,0.24,0.02
-1--3-96--,-0.1,1.11,-0.1,0.02
-0--0-97--,-0.05,0.0,0.03,0.02
-0--0-97--,-0.84,0.4,-0.08,0.02
-0--0-97--,0.42,-0.24,-0.41,0.02
-0--0-97--,0.54,0.03,-0.04,0.02
-0--0-97--,0.05,0.26,-0.06,0.02
-0--0-97--,-0.5,0.25,0.44,0.02
-0--0-97--,-0.12,0.05,0.25,0.02
-0--1-97--,-0.63,0.43,0.05,0.02
-0--1-97--,0.74,-0.51,0.05,0.02
-0--1-97--,0.64,-0.57,0.17,0.02
-0--1-97--,0.2,0.14,0.27,0.02
-0--1-97--,0.35,-0.05,-0.22,0.02
-0--1-97--,-0.03,0.07,-0.25,0.02
-0--2-97--,-0.41,0.44,0.01,0.02
-0--2-97--,-0.02,-0.23,-0.2,0.02
-0--2-97--,0.34,-0.58,-0.13,0.02
-0--2-97--,-0.31,0.29,0.51,0.02
-0--2-97--,-0.93,0.54,0.2,0.02
-0--2-97--,-1.02,0.38,0.27,0.02
-0--2-97--,0.2,-0.29,-0.07,0.02
-0--2-97--,0.2,-0.3,-0.31,0.02
-0--3-97--,0.59,-0.23,-0.31,0.02
-0--3-97--,0.68,-0.34,-0.2,0.02
-0--0-97--,-0.03,0.21,0.06,0.02
-0--0-97--,0.03,-0.17,0.04,0.02
-0--0-97--,-0.59,0.37,0.55,0.02
-0--0-97--,-0.17,-0.13,0.16,0.02
-0--0-97--,0.6,-0.66,0.1,0.02
-0--1-97--,0.02,-0.16,0.26,0.02
-0--1-97--,-0.18,-0.31,-0.01,0.02
-0--1-97--,0.8,-0.69,-0.23,0.02
-0--1-97--,0.81,-0.55,0.09,0.02
-0--1-97--,-0.08,0.15,0.05,0.02
-0--1-97--,-0.14,0.17,-0.12,0.02
-0--1-97--,0.33,-0.19,0.19,0.02
-0--1-97--,-0.35,0.11,-0.02,0.02
-0--2-97--,0.18,0.03,0.26,0.02
-0--2-97--,-0.1,-0.01,0.12,0.02
-0--2-97--,0.68,-0.17,-0.04,0.02
-0--2-97--,0.51,-0.31,0.13,0.02
-0--2-97--,-0.82,0.21,-0.02,0.02
-0--2-97--,-0.45,0.13,0.42,0.02
-0--2-97--,-0.7,0.43,0.14,0.02
-0--0-97--,-0.26,-0.27,0.24,0.02
-0--0-97--,0.03,-0.06,0.26,0.02
-0--0-97--,0.62,-0.25,-0.23,0.02
-0--0-97--,-0.06,0.1,0.38,0.02
-0--0-97--,0.27,-0.52,0.24,0.02
-0--1-97--,0.71,-0.3,0.1,0.02
-0--1-97--,-0.02,0.1,-0.04,0.02
-0--1-97--,-0.69,0.26,0.39,0.02
-0--1-97--,-1.53,0.55,0.01,0.02
-0--1-97--,0.41,-0.52,-0.1,0.02
-0--1-97--,-0.37,-0.22,0.2,0.02
-0--1-97--,-0.08,-0.08,0.11,0.02
-0--1-97--,-0.39,-0.51,0.31,0.02
-0--2-97--,-0.88,0.32,-0.01,0.02
-0--2-97--,0.64,-0.34,0.15,0.02
-0--2-97--,0.01,-0.32,0.19,0.02
-0--2-97--,0.35,-0.26,0.06,0.02
-0--2-97--,0.51,-0.07,-0.48,0.02
-0--2-97--,-0.82,0.65,0.2,0.02
-0--2-97--,-0.17,0.05,0.04,0.02
-0--3-97--,-1.1,0.5,0.54,0.02
-0--0-97--,-0.42,-0.36,0.09,0.02
-0--0-97--,-0.81,0.23,0.02,0.02
-0--0-97--,-0.05,-0.28,-0.14,0.02
-0--0-97--,0.07,-0.02,-0.5,0.02
-0--0-97--,0.1,-0.25,0.14,0.02
-0--0-97--,0.23,-0.48,0.19,0.02
-0--0-97--,-0.52,0.37,0.16,0.02
-0--1-97--,-0.25,0.17,0.08,0.02
-0--1-97--,-1.2,0.49,0.21,0.02
-0--1-97--,-0.32,-0.3,-0.15,0.02
-0--1-97--,1.3,-1.03,0.02,0.02
-0--1-97--,0.58,-0.51,-0.3,0.02
-0--1-97--,0.21,0.19,0.05,0.02
-0--1-97--,0.6,0.07,-0.22,0.02
-0--2-97--,0.0,0.11,0.13,0.02
-0--2-97--,0.36,-0.7,-0.21,0.02
-0--2-97--,0.42,-0.34,0.02,0.02
-0--2-97--,-0.08,0.11,0.23,0.02
-0--2-97--,-0.91,0.35,0.18,0.02
-0--2-97--,0.27,-0.65,0.06,0.02
-0--2-97--,1.58,-1.12,-0.16,0.02
-0--3-97--,0.81,-0.59,-0.08,0.02
-0--0-97--,0.39,0.29,0.07,0.02
-0--0-97--,1.12,-0.17,-0.13,0.02
-0--0-97--,1.21,-0.25,-0.62,0.02
-0--0-97--,0.79,-0.2,0.32,0.02
-0--0-97--,-0.65,0.75,0.11,0.02
-0--0-97--,0.58,-0.29,-0.07,0.02
-0--0-97--,1.0,0.03,0.03,0.02
-0--1-97--,0.9,-0.58,-0.41,0.02
-0--1-97--,0.34,0.27,-0.06,0.02
-0--1-97--,0.64,-0.25,0.16,0.02
-0--1-97--,0.25,0.03,-0.28,0.02
-0--1-97--,-0.2,0.47,0.24,0.02
-0--1-97--,0.01,0.01,-0.24,0.02
-0--2-97--,1.14,-0.17,0.07,0.02
-0--2-97--,-0.56,0.42,-0.15,0.02
-0--2-97--,-0.66,0.35,0.22,0.02
-0--2-97--,1.0,-0.3,-0.22,0.02
-0--2-97--,0.06,0.04,0.05,0.02
-0--2-97--,-0.27,0.14,-0.56,0.02
-0--2-97--,0.26,0.31,-0.17,0.02
-0--2-97--,-0.3,0.37,-0.1,0.02
-0--3-97--,-0.25,0.34,0.14,0.02
-0--0-97--,0.07,-0.08,0.09,0.02
-0--0-97--,0.16,-0.1,0.58,0.02
-0--0-97--,-0.15,0.12,0.33,0.02
-0--0-97--,0.42,-0.03,0.16,0.02
-0--0-97--,1.0,-0.5,-0.2,0.02
-0--0-97--,0.62,-0.07,-0.27,0.02
-0--1-97--,0.19,-0.33,0.02,0.02
-0--1-97--,0.33,-0.26,0.03,0.02
-0--1-97--,0.38,-0.88,-0.13,0.02
-0--1-97--,0.63,-0.41,-0.11,0.02
-0--1-97--,0.49,-0.15,0.03,0.02
-0--1-97--,-0.23,0.31,0.03,0.02
-0--1-97--,-0.38,0.13,0.37,0.02
-0--1-97--,0.64,-0.21,-0.08,0.02
-0--2-97--,-0.02,-0.11,-0.01,0.02
-0--2-97--,-0.73,0.53,0.37,0.02
-0--2-97--,0.7,-0.74,-0.15,0.02
-0--2-97--,0.42,-0.16,0.21,0.02
-0--2-97--,-0.05,0.16,-0.14,0.02
-0--2-97--,-0.37,0.36,-0.06,0.02
-0--3-97--,-0.17,0.76,-0.15,0.02
-0--0-97--,0.26,-0.69,0.3,0.02
-0--0-97--,0.87,-0.65,-0.06,0.02
-0--0-97--,1.08,-0.7,-0.18,0.02
-0--0-97--,-0.17,0.02,-0.07,0.02
-0--0-97--,-0.11,0.02,0.23,0.02
-0--0-97--,0.1,-0.29,-0.13,0.02
-0--0-97--,-0.3,0.25,0.09,0.02
-0--1-97--,0.2,-0.03,0.04,0.02
-0--1-97--,0.06,-0.05,-0.44,0.02
-0--1-97--,0.48,-0.32,-0.38,0.02
-0--1-97--,-0.02,-0.03,-0.42,0.02
-0--1-97--,1.2,-0.84,-0.33,0.02
-0--1-97--,-0.28,0.0,0.12,0.02
-0--1-97--,-1.07,1.07,0.21,0.02
-0--2-97--,-0.7,0.15,0.14,0.02
-0--2-97--,1.15,-1.1,-0.32,0.02
-0--2-97--,0.53,-0.51,0.18,0.02
-0--2-97--,-0.11,-0.05,-0.05,0.02
-0--2-97--,-0.18,0.09,0.31,0.02
-0--2-97--,-0.26,0.04,0.35,0.02
-0--2-97--,0.03,-0.18,0.01,0.02
-0--3-97--,0.75,-0.47,-0.02,0.02
-0--3-97--,0.2,-0.13,0.12,0.02
-0--0-97--,-0.95,0.5,0.0,0.02
-0--0-97--,-0.25,0.25,-0.1,0.02
-0--0-97--,-0.18,0.01,-0.29,0.02
-0--0-97--,0.88,-0.65,-0.02,0.02
-0--0-97--,-0.13,0.02,0.2,0.02
-0--0-97--,-0.37,0.61,0.17,0.02
-0--1-97--,-0.94,0.18,0.06,0.02
-0--1-97--,-0.25,0.24,0.28,0.02
-0--1-97--,-0.19,0.52,0.18,0.02
-0--1-97--,-0.16,0.12,-0.35,0.02
-0--1-97--,-1.0,1.13,0.43,0.02
-0--1-97--,-0.33,-0.53,-0.2,0.02
-0--1-97--,0.93,-0.41,-0.3,0.02
-0--2-97--,1.0,-0.27,-0.21,0.02
-0--2-97--,-0.43,0.76,0.09,0.02
-0--2-97--,-1.0,0.62,0.19,0.02
-0--2-97--,-0.09,0.44,0.21,0.02
-0--2-97--,-0.13,0.48,0.16,0.02
-0--2-97--,-0.28,0.31,-0.14,0.02
-0--2-97--,-0.79,0.75,0.29,0.02
-0--2-97--,-1.01,0.45,-0.12,0.02
-0--0-97--,-0.25,-0.16,-0.08,0.02
-0--0-97--,1.51,-1.54,-0.38,0.02
-0--0-97--,0.97,-0.26,0.2,0.02
-0--0-97--,-0.04,0.02,-0.08,0.02
-0--0-97--,0.38,0.35,-0.14,0.02
-0--0-97--,0.03,0.32,0.03,0.02
-0--0-97--,0.39,0.24,0.1,0.02
-0--1-97--,-0.82,0.84,0.38,0.02
-0--1-97--,-0.87,0.74,0.03,0.02
-0--1-97--,0.31,-0.12,-0.12,0.02
-0--1-97--,0.32,0.02,0.36,0.02
-0--1-97--,1.09,-1.28,-0.11,0.02
-0--1-97--,0.06,-0.04,-0.02,0.02
-0--1-97--,0.33,-0.46,-0.16,0.02
-0--1-97--,0.19,0.01,-0.24,0.02
-0--2-97--,0.57,-0.59,-0.21,0.02
-0--2-97--,-0.21,0.32,-0.07,0.02
-0--2-97--,0.48,-0.03,0.15,0.02
-0--2-97--,-0.19,0.35,0.05,0.02
-0--2-97--,0.2,-0.61,0.01,0.02
-0--2-97--,0.3,-0.39,-0.17,0.02
-0--3-97--,0.13,0.27,0.09,0.02
-1--0-97--,0.38,-0.62,-0.09,0.02
-1--0-97--,0.01,-0.02,0.13,0.02
-1--0-97--,0.71,-0.22,0.13,0.02
-1--0-97--,0.35,-0.09,-0.16,0.02
-1--0-97--,0.24,0.01,-0.41,0.02
-1--0-97--,-0.11,0.52,-0.19,0.02
-1--0-97--,-0.84,0.74,-0.23,0.02
-1--1-97--,-0.13,0.36,-0.02,0.02
-1--1-97--,0.05,-0.23,0.19,0.02
-1--1-97--,-0.03,-0.35,0.22,0.02
-1--1-97--,-0.28,0.03,-0.03,0.02
-1--1-97--,-0.15,-0.16,0.28,0.02
-1--1-97--,-1.41,0.13,0.09,0.02
-1--2-97--,0.28,0.04,-0.13,0.02
-1--2-97--,0.77,-0.61,-0.15,0.02
-1--2-97--,-0.16,0.27,0.15,0.02
-1--2-97--,-2.24,0.55,0.48,0.02
-1--2-97--,-0.49,0.18,0.45,0.02
-1--2-97--,-4.16,0.65,1.11,0.02
-1--2-97--,0.25,-1.19,-1.23,0.02
-1--2-97--,2.13,0.13,0.44,0.02
-1--3-97--,-1.5,0.7,0.27,0.02
-1--3-97--,0.81,-0.07,-0.11,0.02
-1--0-97--,1.61,-0.61,-0.3,0.02
-1--0-97--,0.21,-0.07,-0.08,0.02
-1--0-97--,0.12,-0.07,-0.06,0.02
-1--0-97--,-0.56,0.09,0.06,0.02
-1--0-97--,-1.76,0.42,0.08,0.02
-1--1-97--,-0.28,0.03,0.43,0.02
-1--1-97--,-0.01,-0.37,-0.04,0.02
-1--1-97--,-1.95,0.05,0.39,0.02
-1--1-97--,0.4,-0.7,-0.2,0.02
-1--1-97--,0.44,-0.18,-0.43,0.02
-1--1-97--,2.39,-1.4,-0.35,0.02
-1--1-97--,-0.2,-0.17,0.3,0.02
-1--1-97--,-0.59,-0.16,-0.09,0.02
-1--2-97--,1.27,-0.96,-0.29,0.02
-1--2-97--,0.92,-0.79,-0.12,0.02
-1--2-97--,-1.42,0.3,0.46,0.02
-1--2-97--,-0.93,-0.43,0.19,0.02
-1--2-97--,0.18,-0.55,-0.12,0.02
-1--2-97--,0.3,-0.49,-0.25,0.02
-1--2-97--,0.27,0.12,-0.1,0.02
-1--0-97--,1.47,-1.28,0.01,0.02
-1--0-97--,0.01,-0.18,0.38,0.02
-1--0-97--,0.13,-0.13,-0.04,0.02
-1--0-97--,-0.13,-0.1,0.1,0.02
-1--0-97--,0.45,-0.47,-0.25,0.02
-1--0-97--,0.01,0.2,0.01,0.02
-1--0-97--,-0.14,-0.31,0.53,0.02
-1--1-97--,-0.76,-0.02,0.51,0.02
-1--1-97--,-1.42,0.34,0.6,0.02
-1--1-97--,-0.54,-0.2,0.39,0.02
-1--1-97--,0.19,-0.95,0.36,0.02
-1--1-97--,0.69,-0.44,-0.54,0.02
-1--1-97--,0.88,-0.07,0.07,0.02
-1--1-97--,-0.86,0.01,0.22,0.02
-1--1-97--,-1.6,0.74,-0.13,0.02
-1--2-97--,-0.16,-0.48,0.01,0.02
-1--2-97--,-0.38,0.59,0.3,0.02
-1--2-97--,-0.31,0.07,0.14,0.02
-1--2-97--,0.25,-0.05,-0.09,0.02
-1--2-97--,-0.03,0.01,-0.05,0.02
-1--2-97--,1.33,-1.11,-0.34,0.02
-1--3-97--,1.34,-0.39,-0.21,0.02
-1--3-97--,-0.04,0.58,-0.08,0.02
-0--0-98--,-0.01,0.0,-0.02,0.02
-0--0-98--,0.2,-0.19,-0.24,0.02
-0--0-98--,0.01,-0.24,0.1,0.02
-0--0-98--,-1.06,0.01,-0.05,0.02
-0--0-98--,0.0,-0.09,-0.15,0.02
-0--0-98--,-0.82,0.31,-0.2,0.02
-0--0-98--,-2.12,0.66,0.31,0.02
-0--1-98--,-0.77,-0.58,-0.24,0.02
-0--1-98--,1.44,-0.14,-0.36,0.02
-0--1-98--,0.88,-0.25,0.18,0.02
-0--1-98--,-0.34,0.26,-0.03,0.02
-0--1-98--,1.58,-0.55,-0.12,0.02
-0--1-98--,0.67,0.02,-0.07,0.02
-0--2-98--,0.96,-0.18,-0.48,0.02
-0--2-98--,0.12,0.43,0.17,0.02
-0--2-98--,-0.6,0.3,0.17,0.02
-0--2-98--,0.37,0.45,0.16,0.02
-0--2-98--,0.08,-0.17,0.48,0.02
-0--2-98--,1.05,-0.36,0.0,0.02
-0--2-98--,0.53,0.38,-0.25,0.02
-0--2-98--,0.19,-0.44,-0.38,0.02
-0--3-98--,-0.37,-0.04,0.03,0.02
-0--0-98--,1.94,-1.02,-0.59,0.02
-0--0-98--,0.61,0.19,0.22,0.02
-0--0-98--,0.33,0.51,0.0,0.02
-0--0-98--,0.31,0.46,0.32,0.02
-0--0-98--,0.21,-0.1,0.15,0.02
-0--0-98--,0.0,0.37,0.27,0.02
-0--1-98--,0.69,0.22,0.19,0.02
-0--1-98--,0.08,-0.11,0.19,0.02
-0--1-98--,-0.04,0.19,0.04,0.02
-0--1-98--,-0.47,0.26,-0.26,0.02
-0--1-98--,-0.11,-0.32,-0.08,0.02
-0--1-98--,0.33,-0.52,0.29,0.02
-0--1-98--,0.49,-0.24,-0.07,0.02
-0--1-98--,-0.04,0.33,-0.11,0.02
-0--2-98--,0.04,-0.33,-0.11,0.02
